ablation_type,ablation_details,pearson_corr,spearman_corr,pearson_delta,spearman_delta,pearson_p_value,spearman_p_value,pearson_ci_lower,pearson_ci_upper,spearman_ci_lower,spearman_ci_upper,pearson_mean_diff,spearman_mean_diff,observed_pearson_diff,observed_spearman_diff,pearson_mean_diff_boot,pearson_ci_95,pearson_p_value_boot,pearson_p_value_perm,spearman_mean_diff_boot,spearman_ci_95,spearman_p_value_boot,spearman_p_value_perm
dino_dim,dim_366,0.9581413174454012,0.9542438261812922,6.531549850308238e-05,9.195844022413802e-05,,,,,,,,,6.531549850308238e-05,9.195844022413802e-05,6.429531829467915e-05,"(np.float64(-0.0002524179875572702), np.float64(0.000386988281561396))",0.9936,0.6037,9.229293267418847e-05,"(np.float64(-0.0004248640240001084), np.float64(0.0006101226493518566))",0.9989,0.641
dino_dim,dim_367,0.9580145001212864,0.9540784925841557,-6.150182561170947e-05,-7.337515691241414e-05,,,,,,,,,-6.150182561170947e-05,-7.337515691241414e-05,-6.206917942059721e-05,"(np.float64(-0.00015748902035011504), np.float64(3.425406409147898e-05))",0.9857,0.1091,-7.342135796787123e-05,"(np.float64(-0.00020263111473317995), np.float64(4.948681172183468e-05))",0.9995,0.0939
dino_dim,dim_368,0.9580031726285521,0.9539783078999937,-7.28293183460682e-05,-0.00017355984107436662,,,,,,,,,-7.28293183460682e-05,-0.00017355984107436662,-7.308483151054971e-05,"(np.float64(-0.0002486618003658531), np.float64(9.783442998451312e-05))",0.9969,0.2734,-0.00017289476517552344,"(np.float64(-0.0004696966554758608), np.float64(0.00011893504205172958))",0.9941,0.1043
dino_dim,dim_369,0.9580090799239469,0.954109129092936,-6.69220229512213e-05,-4.273864813209016e-05,,,,,,,,,-6.69220229512213e-05,-4.273864813209016e-05,-6.681029501272694e-05,"(np.float64(-0.0003044490390921212), np.float64(0.00016654226618440288))",0.9993,0.4678,-4.0301171550678915e-05,"(np.float64(-0.0004296040690535219), np.float64(0.00035660968046950336))",0.9887,0.7671
dino_dim,dim_370,0.9580479438261726,0.954015366662434,-2.8058120725482638e-05,-0.0001365010786340548,,,,,,,,,-2.8058120725482638e-05,-0.0001365010786340548,-2.7545674737293312e-05,"(np.float64(-0.00018970034208186327), np.float64(0.0001302290640027964))",0.9927,0.6518,-0.00013400274416633525,"(np.float64(-0.0003627856546538638), np.float64(9.229526266648349e-05))",0.977,0.1032
dino_dim,dim_371,0.9580295391007407,0.9540308002090256,-4.646284615739127e-05,-0.00012106753204244036,,,,,,,,,-4.646284615739127e-05,-0.00012106753204244036,-4.6776501139874885e-05,"(np.float64(-0.00017324678858449905), np.float64(7.668039689871649e-05))",0.9935,0.3433,-0.00012113694312280332,"(np.float64(-0.0003311461023297552), np.float64(7.469598567672343e-05))",0.9995,0.0886
dino_dim,dim_372,0.9578750453946497,0.9531851412027955,-0.00020095655224838804,-0.0009667265382725665,,,,,,,,,-0.00020095655224838804,-0.0009667265382725665,-0.0002017464413208078,"(np.float64(-0.0006631976180590909), np.float64(0.00026197783165382045))",0.9968,0.2885,-0.000965451867428055,"(np.float64(-0.001752850387024859), np.float64(-0.00020973906441866473))",0.9957,0.0009
dino_dim,dim_373,0.9580743809366044,0.954126479609074,-1.6210102937730397e-06,-2.5388131994041885e-05,,,,,,,,,-1.6210102937730397e-06,-2.5388131994041885e-05,-1.9724038680285493e-06,"(np.float64(-0.00011360214381407385), np.float64(0.00010972218552452641))",0.9931,0.9732,-2.5260735900116183e-05,"(np.float64(-0.00017828927847613417), np.float64(0.0001235284325065924))",0.998,0.6297
dino_dim,dim_374,0.9580869381872195,0.9540137198637321,1.0936240321335333e-05,-0.00013814787733601452,,,,,,,,,1.0936240321335333e-05,-0.00013814787733601452,1.1842845261263124e-05,"(np.float64(-0.00018386023321848076), np.float64(0.00019601018725978712))",0.989,0.8853,-0.00013657877964757756,"(np.float64(-0.00040225155990021024), np.float64(0.00012603967900618842))",0.9877,0.1589
dino_dim,dim_375,0.9580350500659132,0.9541914806346703,-4.095188098496294e-05,3.961289360221443e-05,,,,,,,,,-4.095188098496294e-05,3.961289360221443e-05,-4.1488795446031166e-05,"(np.float64(-0.00017639052066253436), np.float64(0.00010222613147840989))",0.9916,0.4653,3.903775753849983e-05,"(np.float64(-0.00021940213225722982), np.float64(0.0002959318737010062))",0.995,0.6785
dino_dim,dim_376,0.9580142295128304,0.953988364904056,-6.177243406768618e-05,-0.00016350283701205282,,,,,,,,,-6.177243406768618e-05,-0.00016350283701205282,-6.160809130779143e-05,"(np.float64(-0.00022683154432873), np.float64(9.088312492978881e-05))",0.9973,0.3072,-0.0001628421673358756,"(np.float64(-0.0004105042138239212), np.float64(7.40429619443763e-05))",0.994,0.0662
dino_dim,dim_377,0.9580691942031366,0.9541869557604038,-6.8077437614944e-06,3.508801933571615e-05,,,,,,,,,-6.8077437614944e-06,3.508801933571615e-05,-6.727495481051426e-06,"(np.float64(-8.597211968743911e-05), np.float64(7.319123555996769e-05))",0.9985,0.8267,3.490049036977097e-05,"(np.float64(-0.00010348348160694298), np.float64(0.00016814584732540935))",0.9972,0.4395
dino_dim,dim_378,0.9580182218911758,0.9541124590273163,-5.778005572232292e-05,-3.940871375174293e-05,,,,,,,,,-5.778005572232292e-05,-3.940871375174293e-05,-5.760433154218574e-05,"(np.float64(-0.00017415494798400655), np.float64(5.68642549520248e-05))",0.9963,0.1825,-3.996766034864064e-05,"(np.float64(-0.00019377502776026512), np.float64(0.00011806721228632427))",0.9921,0.4821
dino_dim,dim_379,0.957972890191513,0.9539576661855211,-0.0001031117553851324,-0.00019420155554694674,,,,,,,,,-0.0001031117553851324,-0.00019420155554694674,-0.00010415625280611791,"(np.float64(-0.0002506261796554349), np.float64(4.1291298504245066e-05))",0.9842,0.0946,-0.00019514501941263638,"(np.float64(-0.00045008567252548205), np.float64(6.063905370982599e-05))",0.9926,0.0382
dino_dim,dim_380,0.9580453561157809,0.9540070832581993,-3.064583111722641e-05,-0.0001447844828688094,,,,,,,,,-3.064583111722641e-05,-0.0001447844828688094,-2.9956400301236975e-05,"(np.float64(-0.00018282581219572158), np.float64(0.0001256495768000192))",0.9901,0.6155,-0.00014279643330605664,"(np.float64(-0.00036993670358784756), np.float64(8.65056556942308e-05))",0.9814,0.0861
dino_dim,dim_381,0.9579549197319681,0.9540032723427089,-0.00012108221493001281,-0.0001485953983592081,,,,,,,,,-0.00012108221493001281,-0.0001485953983592081,-0.00012262212975772805,"(np.float64(-0.00039953351953330715), np.float64(0.00015378638182263912))",0.9869,0.2762,-0.0001510918262890158,"(np.float64(-0.0005142943827229868), np.float64(0.00021863043843446634))",0.9866,0.2753
dino_dim,dim_382,0.9580203597829593,0.9540806962815518,-5.564216393882937e-05,-7.117145951629489e-05,,,,,,,,,-5.564216393882937e-05,-7.117145951629489e-05,-5.612875961812415e-05,"(np.float64(-0.0001363757757730838), np.float64(1.966889298050712e-05))",0.9867,0.0698,-7.161210619124521e-05,"(np.float64(-0.000213728726854549), np.float64(6.837588513076187e-05))",0.9947,0.1462
dino_dim,dim_383,0.9580405728371408,0.9541550990264052,-3.542910975729008e-05,3.2312853370797257e-06,,,,,,,,,-3.542910975729008e-05,3.2312853370797257e-06,-3.5199310874082424e-05,"(np.float64(-0.00012818901324952004), np.float64(5.3908332665274484e-05))",0.9949,0.3076,3.590529548196597e-06,"(np.float64(-0.00013514248350774194), np.float64(0.0001443845818518651))",0.9947,0.9448
dino_dim,dim_384,0.9581100898097665,0.9542154452411911,3.408786286840382e-05,6.357750012297991e-05,,,,,,,,,3.408786286840382e-05,6.357750012297991e-05,3.3986423540691054e-05,"(np.float64(-6.95179026195486e-05), np.float64(0.00013736169928013717))",0.9981,0.4024,6.279588417263692e-05,"(np.float64(-6.891785307180154e-05), np.float64(0.00019396587658374428))",0.9874,0.1443
